Bcell	CD4T	CD8T	Eos	Mono	Neu	NK
cg05205074	0.0760370829109778	0.927119126610794	0.928246573139986	0.951275110399201	0.939545405825091	0.944120720634361	0.918847984764328
cg04838847	0.147780234871766	0.978082355557345	0.978712154443688	0.978873267980621	0.976309595395477	0.976527468691873	0.97531310331456
cg00867406	0.229328612557134	0.977194208881118	0.97172982859492	0.981199672494275	0.977542497849608	0.978662441570662	0.966565669098568
cg07841371	0.176334387528377	0.947783445206596	0.941132932885934	0.956003361889817	0.943903607174045	0.947515541344523	0.937114158723174
cg21743182	0.077363815488688	0.914080493189503	0.921109367894143	0.921931990497171	0.921468586519716	0.923085478826495	0.903683725626678
cg17812123	0.208391027454358	0.939371123052746	0.940106813401316	0.953041791503768	0.946520784126925	0.945985573263188	0.93697141691236
cg23730277	0.132141239781148	0.916285982432006	0.907638607018476	0.903908020113963	0.916271390273574	0.902709552821386	0.896073573594485
cg18250453	0.0922234482223259	0.924579094565563	0.913397115970439	0.91320148732066	0.931698179091449	0.925784237766042	0.904052125103799
cg26552743	0.0690745564029386	0.922770661165761	0.929267004842211	0.890646125309411	0.911803989848007	0.899032350420951	0.900436437245688
cg20452738	0.155694298356562	0.929050353787233	0.926809529233578	0.927184055880451	0.927298158768953	0.91760311170038	0.923074390782712
cg25683989	0.083015192168959	0.920020120685167	0.919709066516733	0.827228019275984	0.916488051830976	0.906072173374001	0.914998151719549
cg20602300	0.110487726579358	0.943931699891648	0.94296263541857	0.948184087443196	0.945738453269954	0.94126234582756	0.937884288879015
cg13738327	0.0856012067273499	0.971456405145888	0.940661612318176	0.979024236681737	0.974549623978463	0.972998868564808	0.920273465456773
cg15532942	0.0943963076493552	0.914387581947723	0.904035195393437	0.93663057368571	0.935588694038096	0.923472454969786	0.888761075055149
cg17622855	0.157216721116951	0.901982634060719	0.918451897254018	0.912150527734415	0.915516623788124	0.915882912339562	0.914640645131218
cg14331899	0.150558542652607	0.964097963243956	0.963533985463472	0.952428260374291	0.938819541403655	0.956026107435661	0.95541003715921
cg09469986	0.10344618821082	0.913700702883298	0.898656154560547	0.921412674643756	0.91764203600979	0.923185981034413	0.885309191799322
cg24466100	0.0770553185060597	0.871623548880499	0.869012875298978	0.893239895423712	0.882476289755335	0.887776254910059	0.876773781679438
cg03980424	0.126260881432309	0.903312936536694	0.94611705537277	0.945183408633038	0.936922638859863	0.945034160965749	0.934315850180779
cg03402235	0.106903937152212	0.926536641717595	0.931655063110016	0.890552245967974	0.92479858508967	0.897883159490171	0.923702818268315
cg24777505	0.218704628622178	0.908769579569426	0.919564522589765	0.91424832971148	0.912454138423097	0.91116970085041	0.912384891052515
cg26795340	0.0820465422547004	0.901113443783384	0.88681030612176	0.870946439898439	0.880771064051633	0.879484662454169	0.874393035681713
cg27565966	0.0906069867138125	0.925824600795722	0.913326692351094	0.923205510126861	0.918828053009619	0.908797836306253	0.904023511959656
cg00760938	0.0798207020683464	0.92252934009536	0.909442052390437	0.930909841811268	0.920822513900658	0.912705331517961	0.877831591725949
cg12604490	0.0948808088431332	0.875882684724611	0.86981910829313	0.870003482305082	0.884169234741854	0.872888119997259	0.866832657944661
cg00178728	0.144629515066483	0.878538087854068	0.880754197819053	0.875951288095956	0.862334871313908	0.867649304705132	0.882628186436722
cg19488149	0.229159582026904	0.885984999651791	0.876922311703352	0.87772143331924	0.88238196891552	0.871365071266075	0.873263488136104
cg04828493	0.0804420997494189	0.949022178633187	0.953226097484513	0.959745092919533	0.917969651039775	0.958203443885939	0.910033513210884
cg11160673	0.113813637020693	0.884731320636222	0.891932893874834	0.87159368172124	0.714090635659672	0.872713622083897	0.864560015574466
cg16185947	0.0905867278367498	0.925086707484179	0.906825539251424	0.811408571685083	0.913950886710132	0.871761488936099	0.903302981662555
cg10067737	0.443434431314255	0.950923794933943	0.943627280142929	0.951226114065377	0.948705850504666	0.951176398684846	0.939337926882385
cg08560387	0.633746346532194	0.0319495720114383	0.0320698231485513	0.0271330473791588	0.0357266177611678	0.0332789693529562	0.0418036700516599
cg15906007	0.817432289099106	0.109287015606337	0.0821196894033252	0.0787398744719737	0.285005030623228	0.0799058717048638	0.0767012563393953
cg23792308	0.736352015583831	0.062485402799015	0.0797803167541475	0.056670010011041	0.228492208766614	0.0587287941656167	0.0901358368045079
cg10057264	0.709935509903694	0.079224039630647	0.167582486752353	0.0777705244480512	0.128272317443573	0.0775744585060253	0.165207856902704
cg07725527	0.793602335534196	0.111577241617171	0.109380275061404	0.109331233365232	0.144339520082346	0.108572146384778	0.135160588648634
cg09300089	0.856010040759108	0.438879261094216	0.188958885882248	0.0372633817614921	0.0475897986711794	0.0426144323351798	0.0878624164830685
cg23357708	0.863541258045675	0.205293311248957	0.219376862352331	0.0464232323823653	0.0503433830096389	0.0602241554162257	0.194203334695239
cg18081760	0.625362191916735	0.236132844013062	0.0840107072633635	0.070909980011566	0.0593162170630642	0.0503243695852646	0.0945953639534541
cg16536330	0.358138789092255	0.0493645466035359	0.050489832468222	0.0643498242070402	0.143654968846574	0.0810431914288059	0.06966786140168
cg00458681	0.770851419068537	0.0931886196182665	0.0899858481090259	0.0695256997955357	0.399307072085961	0.137239605218712	0.172714412440746
cg08601457	0.449544669621803	0.0540274219105322	0.03500096191069	0.17606069998693	0.0975304289190512	0.0977226975732806	0.042476712774521
cg00058449	0.917745020709576	0.521419698535541	0.0920427982818567	0.0917462202591665	0.222639405874075	0.116433367243378	0.0532386855564781
cg23551494	0.546711153352522	0.0725158948679371	0.0752649976507687	0.0705484485159961	0.0688264167251301	0.064613695178473	0.107732324372255
cg09121680	0.568670806295185	0.161810143739904	0.165372108097662	0.0310567048112249	0.0752404259623602	0.0347367388393184	0.0669652895273682
cg25013586	0.796407078523815	0.572403270911772	0.46091159084095	0.505159053159585	0.559934986808042	0.511209456854945	0.389715805274731
cg08869273	0.326462403825189	0.0654842183401285	0.0519796600476824	0.162302731166286	0.0894322274855775	0.120632826041379	0.0594088855156033
cg22437221	0.895544565843481	0.119045969293199	0.105505015873676	0.0478690994745645	0.600577113465484	0.121657148003297	0.450067074829672
cg07167594	0.589353369807027	0.0567756583713884	0.0505452450083644	0.0496954425096496	0.273530581634827	0.142804945815404	0.0881922301137853
cg14284211	0.705236287034556	0.171845581423295	0.207276611714796	0.0316389385230801	0.0373477050360832	0.0449911196709955	0.377851219959101
cg07635227	0.867994864721265	0.047778014101309	0.118644427822708	0.0182788550210926	0.0187277359808657	0.0211843408613571	0.319718911219005
cg03699843	0.589167719947328	0.137355442054589	0.122192068314954	0.0889242993624158	0.0886054567250388	0.0989166057043083	0.119727676296289
cg25938803	0.896669441999845	0.87419899929469	0.895181795477671	0.0728163859759892	0.080287727316586	0.097398553504771	0.871822288064155
cg22820233	0.906169206464247	0.88033330134163	0.891516581146759	0.0748400170622992	0.0800173268658788	0.0929744195628127	0.871660783566291
cg16226866	0.907355111689163	0.883765450920957	0.888565024746883	0.0878929182245226	0.106887853019137	0.108487073137957	0.877619599289812
cg25616055	0.775272254667437	0.064787365444776	0.160113343489475	0.0233464823522626	0.0884063773664802	0.0329257854082814	0.227888708372707
cg12870750	0.759282842963112	0.12269919479108	0.122004132464034	0.11746774346697	0.448618776745052	0.136908482316818	0.238425579417532
cg02606840	0.796996543895224	0.0460630174661571	0.0344164843471027	0.0321708933050488	0.154509347086745	0.0361437088297098	0.056319985246481
cg13980609	0.901215350176378	0.883348836799383	0.913752912185422	0.113729804264985	0.0726797353865602	0.0925267494801838	0.892268481871738
cg03429643	0.75231348314052	0.0456572383836592	0.0417367751632005	0.0389492550394236	0.047323131731405	0.0407041621197619	0.0520222444583312
cg13580758	0.911070623626001	0.890471765127414	0.918825262948208	0.0523994260500526	0.0854496801377461	0.0793234480294421	0.893709246617053
cg25336765	0.881010644727619	0.616558898042187	0.483601059534174	0.0700933410458385	0.0815571783074272	0.0829113595033911	0.188870915044603
cg20656868	0.429398155078233	0.0352235943903775	0.0316046928156202	0.0446080608448771	0.0463733786612197	0.129242581295619	0.0352753328835122
cg15821562	0.804612099491775	0.224348357378185	0.105293193562669	0.0373204552826298	0.549602723413707	0.0830513096587122	0.14438942256723
cg03798942	0.824778700899781	0.136121683138837	0.0842559529003755	0.0424518681785832	0.595466146829436	0.0811813924409848	0.110920189750449
cg21291385	0.710024254199885	0.195327338582753	0.139742566145666	0.0425642864952317	0.343226037247532	0.0630715971453369	0.135743295274836
cg27471192	0.555315174114889	0.0941085023323297	0.0913299476593493	0.0848932193285691	0.0819831996718554	0.0882035038272551	0.0852699911647061
cg05517541	0.572241778541541	0.0552966149183196	0.0263359146598671	0.344395028991096	0.196742066566199	0.205863255954578	0.0424687973316214
cg14417099	0.914993185378328	0.860403372770858	0.901011293847506	0.0570098273480648	0.0690241353592569	0.0811026440247477	0.881425854939426
cg27040700	0.508949166492085	0.0589615889054982	0.160393834271475	0.0308916171772708	0.0360853047573311	0.0422004951800673	0.230384097235786
cg10949007	0.325945540931389	0.0349279888559838	0.0367411613403849	0.029581726888392	0.0276457710123956	0.0459755699277884	0.0340745505649997
cg04316353	0.683853654738216	0.36077883665485	0.356943967611851	0.239507256935168	0.147634001653065	0.12967673622832	0.354332124606941
cg14317609	0.853312450217331	0.0402339818843235	0.11004921796434	0.0326223739868518	0.0344526662795401	0.0372024468006778	0.0832672171725177
cg04756491	0.924267256171422	0.852885068855713	0.906305777269543	0.0563964659972429	0.0718386538803109	0.0963218662990805	0.900763816310004
cg22632840	0.571506123283831	0.0434758350816618	0.0653457039593602	0.0134478220600896	0.0198465756957757	0.0212183787465193	0.0506017795545001
cg04978343	0.8619821993702	0.376418417094778	0.390977209195372	0.0816523681514769	0.0849725049425044	0.0894330939819502	0.127762897055
cg02770745	0.891574196682504	0.865611349516775	0.882999808593454	0.0840290377888752	0.156549681466323	0.119006917235443	0.874219999732379
cg24199006	0.569136027462497	0.223768705051514	0.172790789074713	0.0324818973440893	0.0506258007180497	0.0487137909751507	0.140787952758364
cg01023672	0.91263313006181	0.881078301053504	0.881208779661086	0.0578451431555186	0.0909026207246275	0.0902301142058581	0.857078182756224
cg01154966	0.25031780706691	0.0433929718352008	0.0459383242049317	0.0300878160320503	0.0283439185776398	0.026779236028172	0.0293214124552767
cg08331345	0.295183673531945	0.0407315640443643	0.029672181079752	0.0791215112817031	0.0897376717575042	0.0661121656268889	0.0434619768042239
cg02923224	0.89574231729065	0.192621056553532	0.396464328075884	0.891349029783938	0.898138569573068	0.888406797729703	0.779685083413629
cg10837404	0.936129442726088	0.309883318618737	0.83157668577252	0.937479074756957	0.936951042875543	0.932440856508064	0.914582629927137
cg04162316	0.955066315199377	0.472721313138047	0.897895848578869	0.958616838283555	0.950710800228587	0.951908444763059	0.948506120842388
cg01458495	0.917342028879023	0.408821399276324	0.68718464131643	0.910568234629911	0.919640194585074	0.894656867584929	0.879635619347711
cg01178899	0.915769758362753	0.154180236782363	0.300983865742678	0.920783875505863	0.920271671893102	0.912534761552971	0.567935636033097
cg11307417	0.914870098915387	0.478905852473141	0.833224440502316	0.919322330319313	0.915672498433509	0.916702958095485	0.907756391737568
cg05617307	0.882868962498769	0.317993514592214	0.815311538319012	0.881636029601319	0.89375028781254	0.871441215012929	0.877877292688361
cg05074138	0.915808614644341	0.207552949913076	0.407912320085297	0.90239837843557	0.916509460804632	0.892517363936218	0.760379131631098
cg01080713	0.803430834166181	0.157679774269423	0.123222928527201	0.861085519518828	0.860026034130144	0.858007152891945	0.264407352460659
cg25893560	0.964309751924103	0.284100903180136	0.726975844907901	0.968869128257065	0.964965678272547	0.963580894340001	0.885983540585852
cg02661764	0.881484166187886	0.16119245121682	0.552421801502813	0.900271690340588	0.844698301973286	0.870130930677107	0.872424008198119
cg20335735	0.822905263094437	0.37361662433014	0.588970760824829	0.783064107904971	0.831526471371753	0.817697238040973	0.728863351565671
cg16775598	0.927304757885294	0.243518536265272	0.325041294740142	0.914772896456432	0.92764077661726	0.912636740315303	0.800738836101638
cg19667460	0.919494023643607	0.148903430035505	0.0864735022000792	0.908864696893366	0.911921529834543	0.880671744606252	0.173656953916657
cg09453312	0.911085970075573	0.112890158700534	0.0525306263220257	0.921692450400099	0.915697727317692	0.909160081127209	0.135352722900826
cg19408207	0.866199851159737	0.195954421052581	0.459976261377612	0.879761408774905	0.876746227250629	0.799538688925916	0.653035474960043
cg16921643	0.928704143484469	0.58755361068111	0.896350686382218	0.92539270910772	0.928570635624307	0.923139736874054	0.924254161127192
cg06828613	0.882339083127448	0.512481616545167	0.822029061612731	0.891407657197385	0.893943455424342	0.889122367673996	0.867390982158208
cg03016153	0.878695225805512	0.139081669358484	0.116854391908828	0.897306285745294	0.784432144826508	0.884855790820442	0.229884306313623
cg15321306	0.92594313560633	0.225506756513416	0.400547160622166	0.916865153945642	0.921628116044882	0.853563759390579	0.662870353988117
cg00620024	0.919989735265773	0.243808197786041	0.473033057531256	0.937890575257594	0.92690520725112	0.921446254240317	0.840991467055605
cg16652347	0.780192316612076	0.137166692321929	0.0805844795656723	0.834413257721117	0.822242364476302	0.800109894810072	0.132007254134192
cg14408428	0.900416085623168	0.376088009065081	0.74022282143774	0.918487093724829	0.922114816174929	0.912580585342302	0.828044524905718
cg00675600	0.862817601181919	0.370859178373193	0.516541190574544	0.877590236715088	0.865193858310793	0.851863797199717	0.751028093718606
cg00954105	0.896705345237066	0.170161719765253	0.250225378568173	0.891902486873995	0.901692669192579	0.887312655759059	0.658156115980142
cg12297231	0.916830555691061	0.243829199770477	0.778286651516948	0.858281053292211	0.907859126310486	0.907290344917949	0.793966488951705
cg04573845	0.870411701679416	0.450170436923415	0.685273573312505	0.888361608203511	0.855585433826657	0.860218928788722	0.796922290864603
cg08450017	0.948702485746609	0.0683498883752912	0.0944994027286375	0.9614799013146	0.949738687061975	0.91654907434217	0.284218001721922
cg18463607	0.899876121457555	0.146117145621533	0.0857457926878465	0.942972671926191	0.934016456648564	0.918003479212608	0.297482950825623
cg23514374	0.923262204705771	0.245123971821459	0.412514636407377	0.930202706570155	0.929023431620101	0.923708756406986	0.512809898589196
cg12051710	0.933374028804165	0.589783865566897	0.827791823949272	0.942757013009216	0.937916060104983	0.935917148700198	0.911213574412417
cg15114607	0.871645146214435	0.190828158108555	0.546259219787605	0.900705488684078	0.899317516040178	0.893853899609841	0.76633708254459
cg24008435	0.885382277444813	0.487912755534153	0.76747903136373	0.906346869039346	0.908411821856829	0.905140558934435	0.881920940834979
cg12644845	0.956738270836187	0.467577998114832	0.732706343995835	0.952401315470173	0.954485146829052	0.944406963734493	0.93965956138198
cg25599673	0.883667486229973	0.30510119032301	0.72214588891223	0.902166734005365	0.895084356686611	0.90345674899531	0.891894903504086
cg07930752	0.910737844231759	0.30477333020734	0.618751390396071	0.890329754042831	0.904644056009523	0.875286846540702	0.844071004543888
cg12047375	0.899254504086096	0.413650539020519	0.851750706474132	0.922453718352622	0.913249753616353	0.912232689262655	0.861448368515387
cg09909069	0.896243163844846	0.152501516802624	0.105213451380401	0.882309518073195	0.89475263861239	0.879470302600116	0.276896903363568
cg01974478	0.957269748361553	0.553618843401881	0.871217845127289	0.974592640598286	0.976087596692664	0.960985137424632	0.903434857456517
cg06983746	0.857190319634567	0.134707069345789	0.0961602304046537	0.874882415855786	0.871995770809437	0.867034626269299	0.138361638951475
cg15001636	0.964125815964119	0.598337099427144	0.870702506421719	0.937776107852497	0.946093245100211	0.91572751412035	0.907111681878158
cg23825480	0.901425336261626	0.0574477551089913	0.0660559931867586	0.864019538545129	0.886324526926114	0.851936572321341	0.329418467455044
cg06739462	0.92236986342464	0.492558012576387	0.778151021380827	0.916916283103413	0.925703368761586	0.905169019247967	0.909220653910484
cg27111890	0.913404073151893	0.184004578043877	0.139930240405659	0.885460348487887	0.907135126239491	0.888355417619491	0.674811191803806
cg00801571	0.934450350825487	0.551590424567671	0.840454397581912	0.803940121022527	0.936134407064117	0.88325795621132	0.845462051667586
cg20995188	0.860619553944156	0.196854985148018	0.192290205022157	0.906560452610364	0.918058461066933	0.881353020989311	0.522453844909891
cg24157392	0.102973647655727	0.126606257906993	0.1953332432584	0.907888892616086	0.895925723880434	0.894960826659702	0.785848497418682
cg04591648	0.878971030489934	0.235214060336071	0.363620112254316	0.892065933026348	0.863820990929533	0.870205050343765	0.705127600662744
cg07643762	0.851627233946462	0.316604095370937	0.599934415729574	0.799823601223276	0.856708957798506	0.823396299241088	0.695444680793661
cg16452866	0.965457118313457	0.119970963577103	0.185141178321635	0.97023707531297	0.969395056435418	0.956671602192223	0.814597308169756
cg26986871	0.143836363613348	0.601677922303276	0.0651963294354909	0.0526396193322085	0.0554252259803699	0.0597192281634958	0.0627175233510193
cg06486093	0.0498570045374018	0.197890573603926	0.0295634070722486	0.0353893155337562	0.0310487176350795	0.0349194981331958	0.0323827525435801
cg25284031	0.0509132292386158	0.360448904170619	0.122884702413164	0.126115096581909	0.0575561873068961	0.0737785761829012	0.0599490618863058
cg19828970	0.0851356562182025	0.820237390063234	0.861474980120175	0.0856686789968206	0.0784631341039486	0.0965982581165676	0.860374376372489
cg18055007	0.0347592051584935	0.5346527008191	0.165578626433109	0.0271203278970735	0.0273073377141812	0.0383382497667036	0.0452805194509058
cg15945333	0.0921863488288905	0.831437216456709	0.881441888703408	0.0568947051292948	0.0603433599914531	0.0805033349636795	0.815866498138566
cg22742001	0.115877111024126	0.862424332699485	0.884450274557949	0.0708704968756673	0.081906575079804	0.0917661551507456	0.833328965199581
cg05981394	0.033590415180899	0.385940988301615	0.21288619667306	0.0328867040960091	0.0429570014633195	0.0745516317956221	0.10291683562167
cg00944785	0.137823607152437	0.816482760403841	0.836493954064206	0.105709230390404	0.118912641040081	0.128141633066157	0.800114930303315
cg20090290	0.21833089607302	0.882467718280013	0.895700408360233	0.0721455281593315	0.130832991828268	0.0981907163462819	0.877354246979985
cg01987702	0.0766799313507629	0.75178589411406	0.495901254752658	0.072399994562039	0.0743416193666775	0.0646096436566915	0.135027776438445
cg20071624	0.0998870076807959	0.828133020432033	0.870206290146658	0.107614669982238	0.105640318285634	0.108731839131556	0.809567508307339
cg19473529	0.0262415627929548	0.3387920822087	0.0329509024704551	0.0268436316758485	0.0266101546838768	0.0304995996139763	0.0288375140486096
cg06132620	0.0443153675294211	0.625956719337098	0.559651736743576	0.0339584051633342	0.0283055809003673	0.0515230318897255	0.445773851494992
cg24448340	0.0828540544004088	0.891823351160162	0.936226400791318	0.0355698040085864	0.0446714022963923	0.0728892650696121	0.880489589155819
cg05747695	0.103465209692991	0.314993649712495	0.107930516277488	0.0916584511525819	0.087762772234314	0.0991637456283937	0.0810049533388359
cg26151675	0.0314030795385693	0.245749505927048	0.0963473618381075	0.0295544010567034	0.0303943333628972	0.0358579657484636	0.0430580556231136
cg17627898	0.453506026776724	0.854518043198049	0.864267863219684	0.0738420260643798	0.0950279457562575	0.1030354328446	0.794653874367875
cg13133835	0.0643549015308567	0.514136815434674	0.218329475993376	0.0392814443359451	0.0391679236969759	0.0449865493493387	0.0628665469374368
cg10099758	0.0752780000013987	0.801487961708331	0.629939405639157	0.0598277229328306	0.0695731482830051	0.132381487525481	0.178730520859948
cg05025071	0.831549154261729	0.852146916322225	0.8665240362041	0.094311379660919	0.102325500897347	0.119029933047274	0.828334045132565
cg06719445	0.880706715242604	0.866762827402252	0.875767620717579	0.0785351776394928	0.0818772976904626	0.10523668416696	0.85520055486376
cg18522931	0.094020098498026	0.75979002329182	0.83895806083923	0.0893955182188699	0.0831719102519192	0.109660639150793	0.790905962642141
cg11176694	0.0326628272151533	0.524605938751342	0.282608851814404	0.0922471856852146	0.0613771981394382	0.0793835426836555	0.0611032657942443
cg00776174	0.0453540001097648	0.379009595654934	0.0697026549822118	0.0500637851497204	0.0588983779629782	0.0610980757385357	0.049032033449347
cg03048029	0.803288428860072	0.854813153893706	0.877016394474621	0.07578668130311	0.0847546333628286	0.10257521639081	0.832862849030208
cg13536447	0.871006373986365	0.864146754266571	0.88317450066958	0.212406142468038	0.068685534526979	0.114312722044247	0.832488976761382
cg20312012	0.897640756965429	0.894182133196955	0.912588125769297	0.0724777698026655	0.0842326183552236	0.0969098262547344	0.872826658361168
cg25576997	0.898299121938547	0.880433576930749	0.905497857932675	0.0543493266465712	0.0652759403499761	0.0872907863713633	0.878709198505134
cg10752508	0.876468566035895	0.890065162319507	0.907659328380899	0.0556880824118655	0.0662210170495351	0.0930402145206836	0.87925582062324
cg18865257	0.178498853172889	0.752635238042698	0.629544621511935	0.047524457225534	0.0783252834822482	0.0821147283016931	0.359726319812462
cg20487608	0.0598992717914463	0.843181481484614	0.870754670527949	0.0582391747119798	0.0611149661226773	0.0714212125169601	0.773516756287317
cg18285377	0.0531636365262303	0.303350913428009	0.0988354078173146	0.0451173747850791	0.0441455325800712	0.057588145354776	0.0830922285065231
cg20780105	0.919088955839194	0.900400367859954	0.909965255367227	0.0579464727149833	0.0609543725762253	0.0909135663420468	0.871784939033486
cg13246468	0.0335096247457615	0.603724031522096	0.532734892285943	0.0298385190017961	0.199473712393376	0.0460280532825867	0.344610650136425
cg03992638	0.0670215118812977	0.581633250614852	0.386887102550762	0.0635851869104667	0.0502356432589843	0.0599597555456003	0.111649494691838
cg27236490	0.0587263663470335	0.799280185906528	0.768660720418526	0.0626336103714557	0.0574337897300586	0.082741690419027	0.657342777968488
cg10471743	0.839643309787952	0.863770391559708	0.879593359615926	0.0636933506235132	0.0682306689186641	0.0891128763118177	0.851800713979373
cg23568192	0.914557587265806	0.8821225327231	0.909745976841072	0.0717193403977527	0.0931170506457658	0.112311019260378	0.889769041741868
cg01763719	0.905407166240222	0.881882720133081	0.910870941116541	0.0568451045195907	0.0908630451710452	0.0863562885636427	0.881780627881576
cg24687805	0.0647093552949605	0.335851850682302	0.155574247727837	0.0222477335797631	0.0222113861564669	0.0278069239608052	0.054425595085415
cg25939861	0.903229629974416	0.863833401136163	0.112487190959356	0.927325943406224	0.911322738752681	0.912865204071644	0.589729046190921
cg00219921	0.931811314785261	0.878610582765413	0.192164304450614	0.929533529895158	0.92448687570414	0.919769172623553	0.814181345066062
cg03318654	0.748100088218309	0.755411918346735	0.247874361912699	0.758742291885458	0.751761816522508	0.753903897739137	0.654027655931376
cg11583544	0.916999757508663	0.795815494670852	0.215649454091531	0.918097612551532	0.922998948056213	0.904030120563722	0.232241276958957
cg15046489	0.915648768783179	0.250810924068292	0.0854077512772967	0.924737591973176	0.924938823161976	0.914054841037703	0.194482828536154
cg13521018	0.808168554180131	0.189289870791637	0.108081729552812	0.867488473038018	0.865152616717528	0.856572244246078	0.117027042898584
cg08777095	0.922148210669641	0.576349038068101	0.145500610542249	0.934010569910444	0.930076925572781	0.929354841160814	0.717224335294308
cg09354050	0.924825878429679	0.143409461113754	0.0578082628429205	0.887634583981294	0.926593825590504	0.88296053147363	0.299081170775882
cg17444479	0.853187874802507	0.224925413582173	0.135188538140625	0.892929129036541	0.890860474876204	0.881778414160255	0.171037036824494
cg22217449	0.922894897499129	0.727054644249726	0.37283523377862	0.929271000745447	0.918953781136825	0.905075212158583	0.472875562462273
cg18857618	0.90125471769699	0.858843135156214	0.343199905584466	0.918292137145488	0.928722582693644	0.912081076473055	0.822205266744859
cg04329870	0.873697602818764	0.868177688939345	0.286539297287582	0.897429265350844	0.899376976981234	0.883897270918083	0.73842414010648
cg04314225	0.818807170829309	0.683266617849011	0.339938133933536	0.75320987586104	0.790733626902121	0.704639337747677	0.408522689123432
cg24064639	0.909402113937214	0.176728125707506	0.0700436334661156	0.925950609350943	0.911880515711436	0.892893630929847	0.205695520236661
cg04759756	0.932044639070257	0.374632999020963	0.207774464131857	0.941859291495793	0.936194393919239	0.911749121210794	0.524669457185391
cg20267828	0.744619743704926	0.15955195655834	0.0939798712330506	0.919591753615564	0.919781682952002	0.898373220673884	0.39578615241956
cg23631538	0.883093712447896	0.206109737003324	0.104756749332748	0.925542607828895	0.908260588622549	0.898212083241657	0.17401524364463
cg05799811	0.837815824189107	0.0682568338732394	0.0231287498478601	0.877607715019822	0.87590207498838	0.82861728823261	0.103382597223146
cg16235995	0.875447769661287	0.633422663615776	0.257330612410118	0.857597524503156	0.868608496695736	0.847816543323339	0.471696505526341
cg27280688	0.918640545889261	0.151102541224895	0.0768457336918495	0.791384392244261	0.912402426318332	0.854654282655471	0.360420527981637
cg20618651	0.916366428991246	0.126801625393646	0.0825912412611347	0.950795397535863	0.944024455070352	0.932676496028567	0.2227343075602
cg09234252	0.925081781299957	0.13571367490182	0.0742252576615273	0.932855180705936	0.926847356786529	0.916993799250605	0.201312092093182
cg08109681	0.861201389453982	0.2077811730797	0.048673945677836	0.833763899988432	0.900850912260549	0.859021849032061	0.198830614041656
cg06491415	0.706267476918682	0.247290098356288	0.0789002654965693	0.867044089249977	0.845555777104825	0.830316573540279	0.248531652356376
cg16469046	0.893397805363431	0.189127358386702	0.102014961099166	0.776310167975805	0.892068290014713	0.849483194284881	0.198437270618862
cg22999502	0.821908794828679	0.322262736513198	0.1066666700814	0.891354689650712	0.893788013905312	0.869713098427035	0.526681436581453
cg00277591	0.947815858580615	0.16697985712613	0.0379252536380921	0.893606903430607	0.93045801000984	0.858332269942495	0.209899391243675
cg17477578	0.862547567585697	0.153438436465717	0.0625348415025514	0.912219329733826	0.908958228854	0.900841506317613	0.18096438235693
