CpG	Intercept	PanTcell	CD8T	CD4T	NK	Bcell	Mono	Gran
cg15337006	0.268376562707923	0.412411460054798	0.0884848702926968	0.0848350227444399	-0.0515840151960448	0.0538080019148396	-0.201723284853299	-0.187823080545833
cg04286933	0.213826376753513	0.217524811751121	0.0204697052710604	0.0343709827689031	-0.100251355828274	-0.136586107234909	-0.163050381224063	-0.161082653577132
cg20267005	0.428164886704235	0.346832576873725	0.0769162709031309	0.0392368830251189	-0.00184981365649077	-0.200996083609841	-0.139582289134381	-0.127162335896772
cg19690214	0.343621035621402	0.397264365105932	0.0551327184377739	0.0292344740788691	0.282240532028228	0.190798621867403	-0.207447309042722	-0.182795462597057
cg24926276	0.360433408993552	0.411987118830814	0.0174294181457055	-0.0656675392012586	0.413540961500443	0.376365683726303	-0.0334392928605172	-0.243391568875877
cg22670733	0.715630592831336	-0.554078984177635	0.0193107968587716	0.030811579587564	0.116360719457594	0.147919291164445	0.198339073791197	0.174844672410327
cg05252264	0.255226208004603	0.393155108801368	0.0499273241106524	-0.00459237940096249	0.415928443554285	0.406821186471531	-0.10014966352529	-0.123943825133721
cg21991396	0.409510471112026	0.546342073597778	0.0290018242777095	-0.0344098335544109	0.51465880503992	0.525654736101095	-0.337035342640629	-0.319883753348091
cg01120308	0.161781668820749	0.224703031231796	0.00962471459673571	0.0333015538554087	0.0561887584281286	-0.097327115391795	-0.0981542896923271	-0.098380181984808
cg26191951	0.310676925995827	0.428202574783787	-0.105660843848618	-0.0201924361894817	0.282613733486514	0.307927254235902	-0.244270463674658	-0.236059280158261
cg12380764	0.358831513464938	0.481931183709807	0.00238850165187704	0.0175256235772287	0.477170958911967	0.522897009137089	-0.121681936207659	-0.285785129752088
cg07218880	0.534922930384781	-0.377756705361172	-0.00960014579762838	0.0866118318886985	-0.414641903176537	-0.209192242296294	0.212400010286094	0.261256876313694
cg19399532	0.257891718970001	0.456762794693959	0.152208781395716	-0.0341194334344805	0.149725299564316	-0.209094946340309	-0.207103974166068	-0.199865496487668
cg11801011	0.655742044438418	0.0370583889047252	0.0209931666956821	-0.0425046208388548	-0.464620135384055	-0.0629078444411657	-0.055917944399768	-0.0462942694445204
cg21126943	0.285249001655506	0.427748032755683	-0.0626745249625037	-0.00273038145410013	0.545827430632843	0.467282433685458	-0.0312039475637462	-0.243363316216588
cg06172871	0.381819345459368	0.462812666226826	-0.0166339598537873	-0.028985320381466	0.35221264535301	0.459881998083093	-0.218818083843716	-0.266434493165528
cg16173109	0.740851348158022	-0.430810248198376	0.0436795500652528	-0.119496537481761	0.151493633613049	0.179648618469573	0.170056311835019	0.164336051808101
cg21624359	0.530332433278913	0.289507183508582	-0.0164281666941982	-0.0269785917705256	0.273178266984384	0.29939363346105	-0.0185751732440925	-0.194743370697003
cg07408456	0.443631895088582	0.364270774662562	0.0586352837352573	0.0247760680724056	-0.011803771494123	-0.0164931092580059	-0.177648158850654	-0.182155292381132
cg24292612	0.384662968582324	0.385276603301322	-0.062448712361578	-0.0321808820618623	0.290295344156465	0.373225543361931	-0.282593468898838	-0.215634566981234
cg07545925	0.431439329116804	-0.369382204993266	0.0151948187797026	0.0166551936059795	0.238124907148011	0.27139396296278	0.302446447929404	0.263634573652343
cg08510456	0.279851722190466	0.372579044553911	0.00495548330883184	-0.0336383917353321	0.291877087045561	0.265692211207887	-0.218495256158086	-0.19297865964031
cg06270401	0.506867612201126	0.376244203765945	-0.0371173861005845	-0.00727790705300451	0.373423847536321	0.413210020507034	0.374982920074812	-0.254499297952841
cg03600318	0.252963041234796	0.425963040521098	-0.0448120107692765	-0.0242207926792304	0.539577476191634	0.512336512945405	0.0506832265509507	-0.162244494231729
cg25600606	0.533524447759045	0.404009685094151	-0.00211857827051066	-0.031804127726331	0.373052460410997	0.399147881909342	0.355748864213353	-0.372173131053456
cg13703437	0.386335180463686	0.541655689680774	0.0349649465392392	-0.0114148318183724	0.156883137639527	-0.037712141382843	-0.298164668233057	-0.28581542497462
cg22972055	0.781874414804158	-0.362658814838526	0.240559850050827	-0.0766864249660056	0.0914160580310848	0.0860921685507413	0.160572325239627	0.149352160170268
cg18884741	0.688519319971532	0.218141681821981	0.0312442069005186	-0.0230096130843061	0.209656791162632	0.188222301290016	-0.290187758267739	-0.364169329955579
cg11098259	0.241979827177005	0.463563308705798	0.0147671965924021	-0.0672486274031181	0.569104284926661	0.543268431517377	-0.156152711714983	-0.165561994459604
cg08700306	0.456232046060183	0.323580963481212	-0.0152765904863198	-0.0265378714403528	0.2266102848606	0.269026299034937	-0.131959606147236	-0.239147008146278
cg08519905	0.314011656268461	0.365621695651921	-0.0203018307306713	0.0417064569524664	0.0447484371581024	-0.219661708227758	-0.161252836309313	-0.169148099833041
cg05044994	0.571068248147225	-0.259177681478503	0.0064665333169886	0.0707976833349854	-0.378210229970039	0.225322135183153	0.174429591850206	0.0945804643551707
cg08678755	0.722353883868396	-0.00565524496552035	-0.0328769542996917	-0.0132337508229298	0.043483511923368	-0.662052968727213	0.027778425695129	0.0410296865588844
cg26928972	0.382163177262868	0.436231110850128	0.0128958157624378	-0.0255303460682328	0.430498708911359	0.451313572937793	-0.237477021241852	-0.233478818470329
cg12535715	0.361189662336587	0.458342802106425	0.0384759414883875	-0.0130330507350704	0.233762707391616	0.0104796786923417	-0.219319178043646	-0.228507429047157
cg17753124	0.508526693548682	0.306632239842791	0.0267225457949967	-0.00628533882380041	0.30088750472243	0.371935971652161	-0.103800930799671	-0.227791332684408
cg23713742	0.664229056779836	0.26291719089601	-0.00995196869707434	-0.00125212343923296	0.263724701415059	0.117671195972603	-0.483488187000276	-0.298434004107489
cg02082571	0.482037088358409	0.45348281054262	0.0104552783880748	-0.0243189787855071	0.122957657946951	0.0725490542680466	-0.163450387907557	-0.154088364004223
cg03602500	0.738575055575128	-0.371831789000033	0.261251533277221	-0.0244989790840552	0.0686767535777627	0.194812144380347	0.10034196437039	0.149620044335991
